schoolid,schoolname,calendaryear,firsttimebaryear,gradtotal,graddidnottake,gradnoinfo,prioryrfirsttimetaker,totalfirsttimetakers,reportpct,avgschoolpasspct,avgstatepasspct,avgpasspctdiff,ultimatebaryear,ultimatecohorttotal,ultimatedidnottake,ultimatenoinfo,ultimatetakers,ultimatepassers,ultimateschoolpasspct
00278500,New York University,2014,2013,,,,,530,0.7925,0.9619,0.8476,0.1143,,,,,,,
00278500,New York University,2015,2014,,,,,464,0.8103,0.9574,0.786,0.1714,,,,,,,
00278500,New York University,2016,2015,,,,,471,0.845,0.9623,0.7812,0.1811,,,,,,,
00278500,New York University,2017,2016,485,21,52,11,423,,0.974,0.8091,0.1649,,,,,,,
00278500,New York University,2018,2017,481,21,40,9,429,,0.9744,0.8337,0.1407,2015,486,8,4,474,444,0.9367
00279102,Pace University,2009,2008,,,,,212,0.8774,0.8333,0.8898,-0.0565,,,,,,,
00279102,Pace University,2010,2009,,,,,258,0.9109,0.8426,0.8651,-0.0225,,,,,,,
00279102,Pace University,2011,2010,,,,,218,0.9541,0.7548,0.8492,-0.0944,,,,,,,
00279102,Pace University,2012,2011,,,,,216,0.8889,0.7552,0.8503,-0.0951,,,,,,,
00279102,Pace University,2013,2012,,,,,233,0.9399,0.7763,0.8155,-0.0392,,,,,,,
00279102,Pace University,2014,2013,,,,,273,0.9744,0.7932,0.8476,-0.0544,,,,,,,
00279102,Pace University,2015,2014,,,,,209,0.9282,0.701,0.786,-0.085,,,,,,,
00279102,Pace University,2016,2015,,,,,144,0.9375,0.7037,0.7812,-0.0775,,,,,,,
00279102,Pace University,2017,2016,174,13,0,6,167,,0.7006,0.7998,-0.0992,,,,,,,
00279102,Pace University,2018,2017,171,14,0,6,163,,0.7301,0.8279,-0.0978,2015,142,3,1,138,126,0.913
00282300,St. John's University,2009,2008,,,,,277,1,0.9061,0.8898,0.0163,,,,,,,
00282300,St. John's University,2010,2009,,,,,279,0.9928,0.9134,0.8651,0.0483,,,,,,,
00282300,St. John's University,2011,2010,,,,,299,0.9231,0.8587,0.8492,0.0095,,,,,,,
00282300,St. John's University,2012,2011,,,,,273,0.978,0.8464,0.8503,-0.0039,,,,,,,
00282300,St. John's University,2013,2012,,,,,287,1,0.784,0.8155,-0.0315,,,,,,,
00282300,St. John's University,2014,2013,,,,,313,0.9521,0.8758,0.8476,0.0282,,,,,,,
00282300,St. John's University,2015,2014,,,,,273,0.9231,0.8532,0.786,0.0672,,,,,,,
00282300,St. John's University,2016,2015,,,,,248,0.9677,0.8125,0.7812,0.0313,,,,,,,
00282300,St. John's University,2017,2016,243,5,0,4,242,,0.7769,0.8089,-0.032,,,,,,,
00282300,St. John's University,2018,2017,214,9,1,3,207,,0.8793,0.8353,0.044,2015,249,1,2,246,235,0.9553
00283700,University of Buffalo-SUNY,2009,2008,,,,,224,0.9509,0.8122,0.8898,-0.0776,,,,,,,
00283700,University of Buffalo-SUNY,2010,2009,,,,,239,0.9079,0.7926,0.8651,-0.0725,,,,,,,
00283700,University of Buffalo-SUNY,2011,2010,,,,,250,0.956,0.8368,0.8492,-0.0124,,,,,,,
00283700,University of Buffalo-SUNY,2012,2011,,,,,234,0.9573,0.8348,0.8503,-0.0155,,,,,,,
00283700,University of Buffalo-SUNY,2013,2012,,,,,215,0.9535,0.8244,0.8155,0.0089,,,,,,,
00283700,University of Buffalo-SUNY,2014,2013,,,,,227,0.9339,0.8302,0.8476,-0.0174,,,,,,,
00283700,University of Buffalo-SUNY,2015,2014,,,,,187,0.9733,0.7637,0.786,-0.0223,,,,,,,
00283700,University of Buffalo-SUNY,2016,2015,,,,,195,0.959,0.7219,0.7812,-0.0593,,,,,,,
00283700,University of Buffalo-SUNY,2017,2016,188,6,4,2,180,,0.7,0.8069,-0.1069,,,,,,,
00283700,University of Buffalo-SUNY,2018,2017,149,7,4,6,144,,0.7569,0.8353,-0.0784,2015,199,2,2,195,163,0.8359
00288200,Syracuse University,2009,2008,,,,,224,1,0.8484,0.8756,-0.0272,,,,,,,
00288200,Syracuse University,2010,2009,,,,,222,0.7568,0.8749,0.8642,0.0107,,,,,,,
00288200,Syracuse University,2011,2010,,,,,199,0.9548,0.7054,0.8305,-0.1251,,,,,,,
00288200,Syracuse University,2012,2011,,,,,202,0.8069,0.7668,0.8361,-0.0693,,,,,,,
00288200,Syracuse University,2013,2012,,,,,190,0.7105,0.7185,0.8012,-0.0827,,,,,,,
00288200,Syracuse University,2014,2013,,,,,205,0.7024,0.8473,0.8447,0.0026,,,,,,,
00288200,Syracuse University,2015,2014,,,,,213,0.892,0.8106,0.7709,0.0397,,,,,,,
00288200,Syracuse University,2016,2015,,,,,183,0.7213,0.7728,0.7628,0.01,,,,,,,
00288200,Syracuse University,2017,2016,174,16,1,13,170,,0.7883,0.7769,0.0114,,,,,,,
00288200,Syracuse University,2018,2017,140,16,0,15,139,,0.8274,0.806,0.0214,2015,189,5,0,184,131,0.712
00288600,Albany Law School of Union University,2009,2008,,,,,212,0.967,0.8147,0.8893,-0.0746,,,,,,,
00288600,Albany Law School of Union University,2010,2009,,,,,230,0.813,0.8289,0.8651,-0.0362,,,,,,,
00288600,Albany Law School of Union University,2011,2010,,,,,219,0.9909,0.7604,0.8492,-0.0888,,,,,,,
00288600,Albany Law School of Union University,2012,2011,,,,,238,0.9622,0.786,0.8503,-0.0643,,,,,,,
00288600,Albany Law School of Union University,2013,2012,,,,,237,0.8481,0.8109,0.8155,-0.0046,,,,,,,
00288600,Albany Law School of Union University,2014,2013,,,,,193,0.8705,0.7976,0.8476,-0.05,,,,,,,
00288600,Albany Law School of Union University,2015,2014,,,,,209,0.9187,0.7448,0.786,-0.0412,,,,,,,
00288600,Albany Law School of Union University,2016,2015,,,,,180,0.9667,0.6782,0.7812,-0.103,,,,,,,
00288600,Albany Law School of Union University,2017,2016,156,0,5,11,162,,0.7901,0.8067,-0.0166,,,,,,,
00288600,Albany Law School of Union University,2018,2017,115,0,23,16,108,,0.7037,0.8338,-0.1301,2015,172,0,3,169,147,0.8698
00290301,Cardozo School of Law,2009,2008,,,,,375,0.896,0.9196,0.8898,0.0298,,,,,,,
00290301,Cardozo School of Law,2010,2009,,,,,361,0.9252,0.8952,0.8651,0.0301,,,,,,,
00290301,Cardozo School of Law,2011,2010,,,,,373,0.9383,0.8514,0.8492,0.0022,,,,,,,
00290301,Cardozo School of Law,2012,2011,,,,,383,0.8773,0.881,0.8503,0.0307,,,,,,,
00290301,Cardozo School of Law,2013,2012,,,,,420,0.8714,0.8497,0.8155,0.0342,,,,,,,
00290301,Cardozo School of Law,2014,2013,,,,,430,0.914,0.8499,0.8477,0.0022,,,,,,,
00290301,Cardozo School of Law,2015,2014,,,,,385,0.9325,0.8552,0.786,0.0692,,,,,,,
00290301,Cardozo School of Law,2016,2015,,,,,355,0.9211,0.7982,0.7795,0.0187,,,,,,,
00290301,Cardozo School of Law,2018,2017,295,11,6,10,288,,0.8507,0.8254,0.0253,2015,365,5,7,353,333,0.9433
00291300,Campbell University,2009,2008,,,,,114,0.9386,0.9533,0.8261,0.1272,,,,,,,
00291300,Campbell University,2010,2009,,,,,97,0.8969,0.9081,0.768,0.1401,,,,,,,
00291300,Campbell University,2011,2010,,,,,109,0.9541,0.8557,0.778,0.0777,,,,,,,
00291300,Campbell University,2012,2011,,,,,132,0.9545,0.9206,0.8032,0.1174,,,,,,,
00291300,Campbell University,2013,2012,,,,,135,0.9481,0.9453,0.7903,0.155,,,,,,,
00291300,Campbell University,2014,2013,,,,,132,0.9924,0.8244,0.6922,0.1322,,,,,,,
00291300,Campbell University,2015,2014,,,,,148,0.9459,0.8571,0.6912,0.1659,,,,,,,
00291300,Campbell University,2016,2015,,,,,145,0.8966,0.7769,0.6467,0.1302,,,,,,,
00291300,Campbell University,2017,2016,107,9,0,2,100,,0.69,0.6248,0.0652,,,,,,,
00291300,Campbell University,2018,2017,142,11,0,7,138,,0.8261,0.6629,0.1632,2015,142,2,0,140,137,0.9786
00292002,Duke University,2009,2008,,,,,207,0.8213,0.9295,0.8576,0.0719,,,,,,,
00292002,Duke University,2010,2009,,,,,190,1,0.942,0.8182,0.1238,,,,,,,
00292002,Duke University,2011,2010,,,,,216,0.8426,0.956,0.8133,0.1427,,,,,,,
00292002,Duke University,2012,2011,,,,,171,0.9298,0.9498,0.822,0.1278,,,,,,,
00292002,Duke University,2013,2012,,,,,225,0.9422,0.9148,0.792,0.1228,,,,,,,
00292002,Duke University,2014,2013,,,,,243,0.8107,0.9544,0.8091,0.1453,,,,,,,
00292002,Duke University,2015,2014,,,,,221,0.8416,0.9408,0.7599,0.1809,,,,,,,
00292002,Duke University,2016,2015,,,,,215,0.8744,0.8776,0.7434,0.1342,,,,,,,
00292002,Duke University,2017,2016,214,0,19,2,197,,0.934,0.7456,0.1884,,,,,,,
00292002,Duke University,2018,2017,235,7,21,6,213,,0.9765,0.7727,0.2038,2015,214,0,14,200,178,0.89
00292701,Elon University,2010,2009,,,,,105,0.9333,0.8265,0.7679,0.0586,,,,,,,
00292701,Elon University,2011,2010,,,,,96,0.8542,0.7927,0.775,0.0177,,,,,,,
00292701,Elon University,2012,2011,,,,,94,0.8723,0.8171,0.8032,0.0139,,,,,,,
00292701,Elon University,2013,2012,,,,,112,1,0.75,0.7915,-0.0415,,,,,,,
00292701,Elon University,2014,2013,,,,,116,1,0.6551,0.7117,-0.0566,,,,,,,
00292701,Elon University,2015,2014,,,,,96,1,0.6667,0.709,-0.0423,,,,,,,
00292701,Elon University,2016,2015,,,,,72,1,0.7362,0.6565,0.0797,,,,,,,
00292701,Elon University,2017,2016,86,16,0,15,85,,0.5176,0.6473,-0.1297,,,,,,,
00292701,Elon University,2018,2017,191,122,1,14,82,,0.5122,0.6889,-0.1767,2015,92,7,0,85,74,0.8706
00295000,North Carolina Central University,2009,2008,,,,,145,0.869,0.8254,0.8312,-0.0058,,,,,,,
00295000,North Carolina Central University,2010,2009,,,,,186,0.8763,0.8159,0.7727,0.0432,,,,,,,
00295000,North Carolina Central University,2011,2010,,,,,175,0.7829,0.7299,0.775,-0.0451,,,,,,,
00295000,North Carolina Central University,2012,2011,,,,,172,0.7558,0.7385,0.8032,-0.0647,,,,,,,
00295000,North Carolina Central University,2013,2012,,,,,157,0.7261,0.5965,0.7903,-0.1938,,,,,,,
00295000,North Carolina Central University,2014,2013,,,,,168,0.7619,0.6563,0.6922,-0.0359,,,,,,,
00295000,North Carolina Central University,2015,2014,,,,,136,0.7647,0.7212,0.6912,0.03,,,,,,,
00295000,North Carolina Central University,2016,2015,,,,,161,0.8075,0.6308,0.6467,-0.0159,,,,,,,
00295000,North Carolina Central University,2017,2016,169,12,7,20,170,,0.5823,0.6394,-0.0571,,,,,,,
00295000,North Carolina Central University,2018,2017,174,15,0,2,161,,0.5714,0.6774,-0.106,2015,179,0,10,169,139,0.8225
00297400,University of North Carolina,2009,2008,,,,,203,0.6305,0.8984,0.8261,0.0723,,,,,,,
00297400,University of North Carolina,2010,2009,,,,,208,0.7548,0.8981,0.7759,0.1222,,,,,,,
00297400,University of North Carolina,2011,2010,,,,,222,0.7207,0.9125,0.7842,0.1283,,,,,,,
00297400,University of North Carolina,2012,2011,,,,,226,0.7389,0.9043,0.8088,0.0955,,,,,,,
00297400,University of North Carolina,2013,2012,,,,,234,0.7436,0.8736,0.7929,0.0807,,,,,,,
00297400,University of North Carolina,2014,2013,,,,,231,0.7143,0.8242,0.7167,0.1075,,,,,,,
00297400,University of North Carolina,2015,2014,,,,,227,0.7093,0.882,0.6912,0.1908,,,,,,,
00297400,University of North Carolina,2016,2015,,,,,220,0.7727,0.8353,0.6657,0.1696,,,,,,,
00297400,University of North Carolina,2017,2016,231,5,6,12,232,,0.7974,0.6525,0.1449,,,,,,,
00297400,University of North Carolina,2018,2017,193,10,3,24,204,,0.848,0.6865,0.1615,2015,232,0,14,218,180,0.8257
00297805,Wake Forest University,2009,2008,,,,,163,0.7239,0.9746,0.8337,0.1409,,,,,,,
00297805,Wake Forest University,2010,2009,,,,,144,0.75,0.9352,0.787,0.1482,,,,,,,
00297805,Wake Forest University,2011,2010,,,,,167,0.8144,0.8677,0.7921,0.0756,,,,,,,
00297805,Wake Forest University,2012,2011,,,,,134,0.8507,0.9211,0.8105,0.1106,,,,,,,
00297805,Wake Forest University,2013,2012,,,,,157,0.8217,0.876,0.7874,0.0886,,,,,,,
00297805,Wake Forest University,2014,2013,,,,,163,0.9264,0.8013,0.7371,0.0642,,,,,,,
00297805,Wake Forest University,2015,2014,,,,,197,0.7868,0.8195,0.7177,0.1018,,,,,,,
00297805,Wake Forest University,2016,2015,,,,,143,0.8741,0.832,0.6861,0.1459,,,,,,,
00297805,Wake Forest University,2017,2016,174,3,3,1,169,,0.8876,0.684,0.2036,,,,,,,
00297805,Wake Forest University,2018,2017,177,20,9,3,151,,0.9271,0.712,0.2151,2015,147,6,5,136,128,0.9412
00300500,University of North Dakota,2009,2008,,,,,71,1,0.8733,0.8486,0.0247,,,,,,,
00300500,University of North Dakota,2010,2009,,,,,65,1,0.8462,0.82,0.0262,,,,,,,
00300500,University of North Dakota,2011,2010,,,,,70,1,0.7716,0.8259,-0.0543,,,,,,,
00300500,University of North Dakota,2012,2011,,,,,66,1,0.773,0.8298,-0.0568,,,,,,,
00300500,University of North Dakota,2013,2012,,,,,88,1,0.7727,0.7959,-0.0232,,,,,,,
00300500,University of North Dakota,2014,2013,,,,,72,1,0.7362,0.8123,-0.0761,,,,,,,
00300500,University of North Dakota,2015,2014,,,,,75,1,0.5599,0.7002,-0.1403,,,,,,,
00300500,University of North Dakota,2016,2015,,,,,73,1,0.6438,0.7911,-0.1473,,,,,,,
00300500,University of North Dakota,2017,2016,74,18,1,11,66,,0.5909,0.7362,-0.1453,,,,,,,
00300500,University of North Dakota,2018,2017,62,12,1,13,62,,0.6774,0.7252,-0.0478,2015,69,13,0,56,41,0.7321
00302302,Capital University,2009,2008,,,,,170,0.9059,0.9481,0.8809,0.0672,,,,,,,
00302302,Capital University,2010,2009,,,,,183,0.9126,0.8802,0.8603,0.0199,,,,,,,
00302302,Capital University,2011,2010,,,,,169,0.929,0.9045,0.8614,0.0431,,,,,,,
00302302,Capital University,2012,2011,,,,,169,0.9231,0.8654,0.8634,0.002,,,,,,,
00302302,Capital University,2013,2012,,,,,177,0.9605,0.9118,0.8405,0.0713,,,,,,,
00302302,Capital University,2014,2013,,,,,178,0.9213,0.8659,0.8622,0.0037,,,,,,,
00302302,Capital University,2015,2014,,,,,156,0.9231,0.8472,0.8113,0.0359,,,,,,,
00302302,Capital University,2016,2015,,,,,142,0.9225,0.7176,0.7857,-0.0681,,,,,,,
00302302,Capital University,2017,2016,122,18,0,12,116,,0.5948,0.7534,-0.1586,,,,,,,
00302302,Capital University,2018,2017,117,17,3,9,106,,0.651,0.7528,-0.1018,2015,149,8,0,141,123,0.8723
00302400,Case Western Reserve University,2009,2008,,,,,206,0.7087,0.8904,0.8801,0.0103,,,,,,,
00302400,Case Western Reserve University,2010,2009,,,,,191,0.7696,0.7754,0.8517,-0.0763,,,,,,,
00302400,Case Western Reserve University,2011,2010,,,,,201,0.7114,0.8951,0.8566,0.0385,,,,,,,
00302400,Case Western Reserve University,2012,2011,,,,,197,0.7563,0.8255,0.8617,-0.0362,,,,,,,
00302400,Case Western Reserve University,2013,2012,,,,,164,0.7439,0.7705,0.8285,-0.058,,,,,,,
00302400,Case Western Reserve University,2014,2013,,,,,211,0.7488,0.8672,0.8562,0.011,,,,,,,
00302400,Case Western Reserve University,2015,2014,,,,,164,0.8598,0.7307,0.7898,-0.0591,,,,,,,
00302400,Case Western Reserve University,2016,2015,,,,,130,0.7846,0.8236,0.7854,0.0382,,,,,,,
00302400,Case Western Reserve University,2017,2016,99,11,0,13,101,,0.7723,0.7569,0.0154,,,,,,,
00302400,Case Western Reserve University,2018,2017,138,12,0,7,133,,0.8496,0.7673,0.0823,2015,144,7,3,134,116,0.8657
00303200,Cleveland State University,2009,2008,,,,,187,0.8824,0.903,0.8809,0.0221,,,,,,,
00303200,Cleveland State University,2010,2009,,,,,180,0.9556,0.8314,0.8617,-0.0303,,,,,,,
00303200,Cleveland State University,2011,2010,,,,,174,0.8736,0.8553,0.8614,-0.0061,,,,,,,
00303200,Cleveland State University,2012,2011,,,,,183,0.9344,0.8245,0.8629,-0.0384,,,,,,,
00303200,Cleveland State University,2013,2012,,,,,162,0.8889,0.8611,0.8399,0.0212,,,,,,,
00303200,Cleveland State University,2014,2013,,,,,174,0.8391,0.911,0.8622,0.0488,,,,,,,
00303200,Cleveland State University,2015,2014,,,,,147,0.8639,0.7874,0.8113,-0.0239,,,,,,,
00303200,Cleveland State University,2016,2015,,,,,115,0.7652,0.8295,0.7857,0.0438,,,,,,,
00303200,Cleveland State University,2017,2016,105,18,0,22,109,,0.7706,0.7519,0.0187,,,,,,,
00303200,Cleveland State University,2018,2017,123,23,2,18,116,,0.7845,0.7552,0.0293,2015,117,5,0,112,101,0.9018
00308900,Ohio Northern University,2009,2008,,,,,93,0.7957,0.8514,0.8602,-0.0088,,,,,,,
00308900,Ohio Northern University,2010,2009,,,,,101,0.7129,0.7917,0.8601,-0.0684,,,,,,,
00308900,Ohio Northern University,2011,2010,,,,,94,0.7234,0.8235,0.8516,-0.0281,,,,,,,
00308900,Ohio Northern University,2012,2011,,,,,89,0.7416,0.8485,0.8592,-0.0107,,,,,,,
00308900,Ohio Northern University,2013,2012,,,,,95,0.7053,0.8807,0.8333,0.0474,,,,,,,
00308900,Ohio Northern University,2014,2013,,,,,87,0.7241,0.8571,0.8447,0.0124,,,,,,,
00308900,Ohio Northern University,2015,2014,,,,,88,0.7273,0.8126,0.7946,0.018,,,,,,,
00308900,Ohio Northern University,2016,2015,,,,,56,0.7679,0.7209,0.7806,-0.0597,,,,,,,
00308900,Ohio Northern University,2017,2016,72,15,0,0,57,,0.7017,0.7491,-0.0474,,,,,,,
00308900,Ohio Northern University,2018,2017,49,8,0,1,42,,0.7619,0.7609,0.001,2015,67,3,0,64,46,0.7188
00309000,Ohio State University,2009,2008,,,,,185,0.7243,0.903,0.8809,0.0221,,,,,,,
00309000,Ohio State University,2010,2009,,,,,207,0.7681,0.9435,0.8609,0.0826,,,,,,,
00309000,Ohio State University,2011,2010,,,,,202,0.7921,0.8875,0.8596,0.0279,,,,,,,
00309000,Ohio State University,2012,2011,,,,,229,0.7074,0.9383,0.8634,0.0749,,,,,,,
00309000,Ohio State University,2013,2012,,,,,197,0.7766,0.9346,0.8405,0.0941,,,,,,,
00309000,Ohio State University,2014,2013,,,,,228,0.75,0.9474,0.8622,0.0852,,,,,,,
00309000,Ohio State University,2015,2014,,,,,209,0.7751,0.9259,0.8113,0.1146,,,,,,,
00309000,Ohio State University,2016,2015,,,,,176,0.8864,0.9104,0.7863,0.1241,,,,,,,
00309000,Ohio State University,2017,2016,178,12,15,10,161,,0.9006,0.7475,0.1531,,,,,,,
00309000,Ohio State University,2018,2017,165,12,5,10,158,,0.8734,0.7597,0.1137,2015,172,4,6,162,158,0.9753
00312300,University of Akron,2009,2008,,,,,118,1,0.9068,0.8809,0.0259,,,,,,,
00312300,University of Akron,2010,2009,,,,,130,0.8231,0.8972,0.8603,0.0369,,,,,,,
00312300,University of Akron,2011,2010,,,,,125,0.728,0.9451,0.8614,0.0837,,,,,,,
00312300,University of Akron,2012,2011,,,,,117,0.7692,0.9111,0.8634,0.0477,,,,,,,
00312300,University of Akron,2013,2012,,,,,127,0.8346,0.8396,0.8405,-0.0009,,,,,,,
00312300,University of Akron,2014,2013,,,,,161,0.9193,0.8378,0.8622,-0.0244,,,,,,,
00312300,University of Akron,2015,2014,,,,,138,0.8841,0.8443,0.8074,0.0369,,,,,,,
00312300,University of Akron,2016,2015,,,,,135,0.7481,0.8515,0.7857,0.0658,,,,,,,
00312300,University of Akron,2017,2016,123,9,6,5,113,,0.6726,0.7464,-0.0738,,,,,,,
00312300,University of Akron,2018,2017,120,11,0,10,119,,0.6806,0.7534,-0.0728,2015,142,14,0,128,117,0.9141
00312500,University of Cincinnati,2009,2008,,,,,122,0.7131,0.8391,0.8804,-0.0413,,,,,,,
00312500,University of Cincinnati,2010,2009,,,,,103,0.8252,0.9059,0.8636,0.0423,,,,,,,
00312500,University of Cincinnati,2011,2010,,,,,119,1,0.9327,0.8525,0.0802,,,,,,,
00312500,University of Cincinnati,2012,2011,,,,,121,0.7273,0.9205,0.8634,0.0571,,,,,,,
00312500,University of Cincinnati,2013,2012,,,,,130,0.7692,0.89,0.8405,0.0495,,,,,,,
00312500,University of Cincinnati,2014,2013,,,,,138,0.7681,0.8962,0.8599,0.0363,,,,,,,
00312500,University of Cincinnati,2015,2014,,,,,117,0.7863,0.8587,0.8113,0.0474,,,,,,,
00312500,University of Cincinnati,2016,2015,,,,,108,0.8519,0.8587,0.7857,0.073,,,,,,,
00312500,University of Cincinnati,2017,2016,102,9,2,6,97,,0.8556,0.751,0.1046,,,,,,,
00312500,University of Cincinnati,2018,2017,68,2,0,7,73,,0.8082,0.7502,0.058,2015,104,1,2,101,98,0.9703
00312700,University of Dayton,2009,2008,,,,,116,0.7155,0.9157,0.8829,0.0328,,,,,,,
00312700,University of Dayton,2010,2009,,,,,151,0.7152,0.8056,0.861,-0.0554,,,,,,,
00312700,University of Dayton,2011,2010,,,,,140,0.8143,0.8071,0.8607,-0.0536,,,,,,,
00312700,University of Dayton,2012,2011,,,,,160,0.7313,0.718,0.8606,-0.1426,,,,,,,
00312700,University of Dayton,2013,2012,,,,,171,1,0.6311,0.8241,-0.193,,,,,,,
00312700,University of Dayton,2014,2013,,,,,142,1,0.7744,0.8438,-0.0694,,,,,,,
00312700,University of Dayton,2015,2014,,,,,128,1,0.617,0.7999,-0.1829,,,,,,,
00312700,University of Dayton,2016,2015,,,,,88,0.9773,0.6277,0.7714,-0.1437,,,,,,,
00312700,University of Dayton,2017,2016,81,7,0,7,81,,0.4815,0.7414,-0.2599,,,,,,,
00312700,University of Dayton,2018,2017,96,9,0,5,92,,0.5652,0.7583,-0.1931,2015,93,5,0,88,68,0.7727
00313100,University of Toledo,2009,2008,,,,,139,0.705,0.8878,0.8712,0.0166,,,,,,,
00313100,University of Toledo,2010,2009,,,,,148,0.723,0.8879,0.8623,0.0256,,,,,,,
00313100,University of Toledo,2011,2010,,,,,139,0.9209,0.8438,0.8579,-0.0141,,,,,,,
00313100,University of Toledo,2012,2011,,,,,106,0.8491,0.8777,0.8528,0.0249,,,,,,,
00313100,University of Toledo,2013,2012,,,,,131,0.8244,0.7778,0.8022,-0.0244,,,,,,,
00313100,University of Toledo,2014,2013,,,,,110,0.7727,0.8118,0.822,-0.0102,,,,,,,
00313100,University of Toledo,2015,2014,,,,,104,0.8846,0.837,0.7912,0.0458,,,,,,,
00313100,University of Toledo,2016,2015,,,,,103,0.7573,0.6795,0.777,-0.0975,,,,,,,
00313100,University of Toledo,2017,2016,89,22,3,17,81,,0.642,0.7502,-0.1082,,,,,,,
00313100,University of Toledo,2018,2017,72,12,6,21,75,,0.7333,0.7536,-0.0203,2015,99,0,10,89,72,0.809
00316614,Oklahoma City University,2009,2008,,,,,182,0.7967,0.8138,0.9098,-0.096,,,,,,,
00316614,Oklahoma City University,2010,2009,,,,,164,0.75,0.8374,0.8653,-0.0279,,,,,,,
00316614,Oklahoma City University,2011,2010,,,,,158,0.8418,0.8195,0.8769,-0.0574,,,,,,,
00316614,Oklahoma City University,2012,2011,,,,,174,0.8333,0.8689,0.875,-0.0061,,,,,,,
00316614,Oklahoma City University,2013,2012,,,,,204,0.7059,0.7708,0.8404,-0.0696,,,,,,,
00316614,Oklahoma City University,2014,2013,,,,,168,0.8214,0.7899,0.8549,-0.065,,,,,,,
00316614,Oklahoma City University,2015,2014,,,,,158,0.7278,0.7826,0.8405,-0.0579,,,,,,,
00316614,Oklahoma City University,2016,2015,,,,,127,0.7323,0.6022,0.7485,-0.1463,,,,,,,
00316614,Oklahoma City University,2017,2016,135,21,0,21,135,,0.6148,0.7695,-0.1547,,,,,,,
00316614,Oklahoma City University,2018,2017,126,18,4,19,123,,0.7398,0.8538,-0.114,2015,143,7,1,135,123,0.9111
00318400,University of Oklahoma,2009,2008,,,,,161,0.8323,0.9627,0.928,0.0347,,,,,,,
00318400,University of Oklahoma,2010,2009,,,,,161,0.764,0.9512,0.8676,0.0836,,,,,,,
00318400,University of Oklahoma,2011,2010,,,,,174,0.7759,0.963,0.8902,0.0728,,,,,,,
00318400,University of Oklahoma,2012,2011,,,,,160,0.8875,0.8873,0.8779,0.0094,,,,,,,
00318400,University of Oklahoma,2013,2012,,,,,185,0.8,0.8716,0.8404,0.0312,,,,,,,
00318400,University of Oklahoma,2014,2013,,,,,187,0.7166,0.8806,0.8557,0.0249,,,,,,,
00318400,University of Oklahoma,2015,2014,,,,,151,0.9007,0.8529,0.8215,0.0314,,,,,,,
00318400,University of Oklahoma,2016,2015,,,,,152,0.9408,0.8812,0.7435,0.1377,,,,,,,
00318400,University of Oklahoma,2017,2016,143,7,0,10,146,,0.8288,0.7627,0.0661,,,,,,,
00318400,University of Oklahoma,2018,2017,156,7,0,3,152,,0.9211,0.8319,0.0892,2015,155,7,0,148,144,0.973
00318500,University of Tulsa,2009,2008,,,,,166,0.7831,0.923,0.9141,0.0089,,,,,,,
00318500,University of Tulsa,2010,2009,,,,,167,0.7605,0.8819,0.8661,0.0158,,,,,,,
00318500,University of Tulsa,2011,2010,,,,,131,0.7176,0.8936,0.8902,0.0034,,,,,,,
00318500,University of Tulsa,2012,2011,,,,,117,0.7009,0.8659,0.8779,-0.012,,,,,,,
00318500,University of Tulsa,2013,2012,,,,,137,0.7737,0.8584,0.8382,0.0202,,,,,,,
00318500,University of Tulsa,2014,2013,,,,,111,0.8288,0.8695,0.8548,0.0147,,,,,,,
00318500,University of Tulsa,2015,2014,,,,,92,0.7935,0.9041,0.8405,0.0636,,,,,,,
00318500,University of Tulsa,2016,2015,,,,,93,0.7419,0.7826,0.7485,0.0341,,,,,,,
00318500,University of Tulsa,2017,2016,77,29,0,37,85,,0.8,0.761,0.039,,,,,,,
00318500,University of Tulsa,2018,2017,81,22,0,26,85,,0.8941,0.8421,0.052,2015,111,3,0,108,102,0.9444
00319100,Concordia Law School,2016,2015,,,,,9,1,0.5556,0.7214,-0.1658,,,,,,,
00319100,Concordia Law School,2017,2016,25,5,0,15,35,,0.7715,0.7918,-0.0203,,,,,,,
00319100,Concordia Law School,2018,2017,32,11,0,4,25,,0.84,0.7946,0.0454,2015,26,2,0,24,22,0.9167
00319700,Lewis and Clark College,2009,2008,,,,,190,0.7842,0.8054,0.7864,0.019,,,,,,,
00319700,Lewis and Clark College,2010,2009,,,,,218,0.8532,0.7849,0.7685,0.0164,,,,,,,
00319700,Lewis and Clark College,2011,2010,,,,,164,0.8171,0.791,0.7522,0.0388,,,,,,,
00319700,Lewis and Clark College,2012,2011,,,,,182,0.8297,0.8212,0.7668,0.0544,,,,,,,
00319700,Lewis and Clark College,2013,2012,,,,,180,0.7222,0.9154,0.8152,0.1002,,,,,,,
00319700,Lewis and Clark College,2014,2013,,,,,211,0.7299,0.8117,0.8019,0.0098,,,,,,,
00319700,Lewis and Clark College,2015,2014,,,,,183,0.7049,0.8062,0.7364,0.0698,,,,,,,
00319700,Lewis and Clark College,2016,2015,,,,,174,0.8218,0.7203,0.6995,0.0208,,,,,,,
00319700,Lewis and Clark College,2017,2016,180,41,0,14,153,,0.6601,0.6613,-0.0012,,,,,,,
00319700,Lewis and Clark College,2018,2017,183,20,0,25,188,,0.7925,0.8052,-0.0127,2015,201,0,37,164,148,0.9024
00322300,University of Oregon,2009,2008,,,,,158,0.8228,0.8384,0.7853,0.0531,,,,,,,
